# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  -54.96159999999999   244.80931499999997    146463.0   0.68     0.1                    31.3    4.2    329.8606   -3.3487    0.2      8.1    1334.0    0000000000000100000000  
  -54.95259999999999   239.02490999999998    142237.0   1.41     0.1                    55.3    2.0    327.4079   -1.1083    0.3      8.8    1145.0    0000000000000100000000  
  -54.942499999999995  149.362845            ""         2.87     0.1                    119.0   1.0    279.6432   -0.1386    0.5      10.4   1613.0    0000000000000100000000  
  -54.915699999999994  243.49405499999997    ""         2.3      0.1                    47.8    1.2    329.3489   -2.7903    0.4      10.5   7542.0    0000000000000100000000  
  -54.89999999999999   161.79899999999998    ""         0.49     0.1                    65.9    5.8    285.6362   3.7448     0.3      10.1   2187.8    0000000000000100000000  
  -54.889799999999994  149.93999999999997    ""         1.79     0.1                    129.6   1.6    279.8741   0.1053     0.6      10.2   4786.3    0000000000000100000000  
  -54.84739999999999   240.47174999999996    143218.0   1.75     0.1                    49.9    1.6    328.1087   -1.5691    0.6      9.6    4944.0    0000000000000100000000  
  -54.831199999999995  161.74780499999997    93561.0    0.89     0.1                    104.8   3.2    285.5783   3.7922     0.3      9.1    3135.0    0000000000000100000000  
  -54.78269999999999   242.80003499999998    ""         2.77     0.1                    46.7    1.0    329.1489   -2.4196    0.9      10.3   3481.0    0000000000000100000000  
  -54.776599999999995  238.89104999999998    142152.0   2.09     0.1                    53.0    1.4    327.4617   -0.9239    0.7      9.6    3014.5    0000000000000100000000  
  -54.72689999999999   316.30930499999994    200365.0   0.08     0.035                  76.1    12.3   342.5791   -40.9621   0.0      5.2    72.4      0000000000001000000000  
  -54.72579999999999   246.09472499999995    147362.0   1.48     0.1                    38.1    1.9    330.5514   -3.7065    0.2      8.0    949.0     0000000000000100000000  
  -54.705799999999996  239.04530999999997    ""         3.03     0.1                    52.6    0.9    327.5754   -0.9267    0.8      10.0   1577.0    0000000000000100000000  
  -54.68549999999999   233.62649999999996    ""         3.9      0.1                    68.3    0.7    325.1125   1.0065     0.6      9.7    2630.3    0000000000000100000000  
  -54.66049999999999   321.56433             203760.0   0.0      0.035                  66.8    90.0   341.7487   -43.9369   0.1      6.1    76.0      0000000000001000000000  
  -54.643499999999996  238.91500499999998    ""         2.5      0.1                    56.1    1.1    327.5576   -0.8305    0.9      10.4   2827.5    0000000000000100000000  
  -54.642799999999994  235.98449999999997    ""         2.54     0.1                    51.5    1.1    326.2341   0.2295     0.8      10.2   1000.0    0000000000000100000000  
  -54.630399999999995  243.36971999999997    145397.0   0.18     0.035                  110.7   5.6    329.4934   -2.5339    0.0      5.1    63.1      0000000000001000000000  
  -54.62559999999999   213.41600999999997    124195.0   1.28     0.035                  57.3    0.8    314.7341   6.351      0.1      6.2    120.2     0000000000001000000000  
  -54.609899999999996  339.03056999999995    213941.0   0.042    0.05800000000000001    45.5    34.6   335.4276   -53.1204   ""       7.8    26.0      0000000100000000000000  
  -54.58839999999999   155.71593             90135.0    2.78     0.1                    127.8   1.0    282.4355   2.2607     0.4      9.4    3550.5    0000000000000100000000  
  -54.57769999999999   240.27710999999996    143101.0   0.14     0.035                  100.0   7.1    328.201    -1.2918    0.1      6.1    86.0      0000000000001000000000  
  -54.573699999999995  153.21828             88756.0    1.07     0.05                   144.1   1.3    281.2207   1.4725     0.2      7.9    206.0     0000000001000000000000  
  -54.569799999999994  228.83687999999998    135038.0   0.65     0.1                    72.2    4.4    322.865    2.635      0.1      8.4    1688.0    0000000000000100000000  
  -54.56379999999999   151.784745            87986.0    0.98     0.030000000000000002   163.0   0.9    280.5358   1.0016     0.1      7.5    195.0     0000000001000000000000  
  -54.56079999999999   239.46049499999998    ""         2.02     0.1                    48.1    1.4    327.8527   -0.9707    0.7      10.4   3802.0    0000000000000100000000  
  -54.55929999999999   205.43672999999998    118991.0   0.02     0.035                  130.5   41.2   310.2505   7.5959     0.1      5.7    91.0      0000000000001000000000  
  -54.55839999999999   150.75581999999997    87380.0    1.34     0.1                    127.2   2.1    280.0512   0.6534     0.2      9.1    2115.0    0000000000000100000000  
  -54.549899999999994  40.16491499999999     16920.0    0.0040   0.005000000000000001   103.8   32.0   274.4307   -56.1115   ""       5.3    42.0      0000000100000000000000  
  -54.531699999999994  242.22490499999998    144479.0   1.07     0.1                    45.4    2.7    329.0749   -2.0094    0.2      8.0    1225.0    0000000000000100000000  
  -54.506099999999996  240.89999999999998    ""         1.43     0.1                    48.9    2.0    328.5202   -1.4759    0.9      10.8   1445.4    0000000000000100000000  
  -54.445299999999996  237.58270499999998    ""         4.25     0.1                    46.6    0.7    327.0853   -0.1876    1.0      10.7   2463.0    0000000000000100000000  
  -54.42369999999999   290.713245            181296.0   0.04     0.035                  99.9    23.6   342.9002   -26.2076   0.0      5.0    60.3      0000000000001000000000  
  -54.417699999999996  295.07767499999994    185075.0   0.07     0.035                  141.5   14.0   343.3552   -28.7142   0.1      6.3    79.4      0000000000001000000000  
  -54.41259999999999   239.75551499999997    142775.0   1.672    0.19600000000000004    47.3    3.4    328.0792   -0.969     1.0      9.1    2222.5    0000000000000100100000  
  -54.395599999999995  237.19945499999997    140926.0   1.64     0.1                    42.8    1.7    326.9421   -0.0096    0.2      7.9    1130.0    0000000000000100000000  
  -54.39379999999999   9.325739999999998     3488.0     0.051    0.044000000000000004   149.5   23.3   307.4058   -62.6115   0.0      6.4    100.0     0000000000101000000000  
  -54.39269999999999   239.46362999999997    142565.0   1.559    0.15500000000000003    48.1    2.8    327.9628   -0.8437    0.7      9.0    2573.5    0000000000000100100000  
  -54.370099999999994  258.63885             155438.0   1.68     0.1                    27.8    1.7    335.4808   -9.0865    0.2      8.5    594.0     0000000000000100000000  
  -54.369299999999996  146.35802999999999    300214.0   5.281    0.132                  148.8   0.7    277.9317   -0.787     1.2      8.6    1318.3    0000000000000000100001  
  -54.36709999999999   118.12394999999998    64722.0    0.4      0.035                  162.9   2.5    267.615    -13.5386   0.1      5.7    641.0     0000000000001000000000  
  -54.345099999999995  162.77646             94156.0    2.82     0.1                    139.5   1.0    285.8893   4.4961     0.5      10.1   2062.5    0000000000000100000000  
  -54.34179999999999   239.56136999999998    142634.0   2.309    0.10400000000000001    58.1    1.3    328.0392   -0.8417    1.0      8.7    1526.0    0000000000000100100000  
  -54.33219999999999   239.35249499999998    142468.0   2.428    0.14500000000000002    51.9    1.7    327.9525   -0.7557    0.8      7.9    2079.0    0000000000000100100000  
  -54.30409999999999   233.09399999999997    ""         0.86     0.1                    69.2    3.3    325.0806   1.4965     0.5      10.5   1659.6    0000000000000100000000  
  -54.28399999999999   148.031085            85740.0    3.06     0.1                    136.3   0.9    278.6298   -0.1002    0.6      8.5    2461.5    0000000000000100000000  
  -54.26509999999999   144.862935            83864.0    0.34     0.060000000000000005   159.6   5.0    277.2035   -1.2782    0.1      7.7    726.0     0000000001000000000000  
  -54.24379999999999   237.16700999999998    ""         5.12     0.1                    42.1    0.6    327.0216   0.1211     1.0      10.4   1961.0    0000000000000100000000  
  -54.20199999999999   247.15219499999998    148106.0   1.55     0.1                    52.9    1.8    331.3568   -3.7848    0.3      9.1    1362.5    0000000000000100000000  
  -54.197399999999995  241.82626499999998    ""         3.22     0.1                    93.2    0.9    329.1285   -1.6059    1.1      9.3    1850.0    0000000000000100000000  
  -54.19259999999999   322.99010999999996    204671.0   0.4      0.05800000000000001    133.2   4.1    342.063    -44.8623   0.1      8.6    288.4     0000000000001000000000  
  -54.18319999999999   241.76866499999997    ""         3.61     0.1                    80.6    0.8    329.1131   -1.5727    1.1      9.8    1867.0    0000000000000100000000  
  -54.173399999999994  144.975915            300167.0   1.11     0.4                    112.0   10.2   277.1925   -1.1658    0.0      8.7    10.0      0000000000000000100000  
  -54.17219999999999   153.136395            88715.0    0.76     0.07                   159.0   2.6    280.9532   1.7757     0.2      9.4    269.0     0000000001000000000000  
  -54.15039999999999   146.597355            84861.0    3.005    0.10600000000000001    152.9   1.0    277.8975   -0.5296    0.6      8.7    1889.0    0000000000000100100000  
  -54.14459999999999   240.43244999999996    ""         3.04     0.1                    52.9    0.9    328.5536   -1.0244    0.9      9.8    3433.0    0000000000000100000000  
  -54.136599999999994  250.15106999999998    149922.0   1.75     0.1                    47.7    1.6    332.5929   -5.0365    0.2      7.9    978.5     0000000000000100000000  
  -54.134699999999995  240.38699999999997    143183.0   3.54     0.1                    37.2    0.8    328.5401   -0.9994    2.5      8.2    157.0     0000000000000100000000  
  -54.133399999999995  228.49516499999996    134783.0   2.52     0.1                    81.4    1.1    322.9226   3.1112     0.5      9.5    1262.0    0000000000000100000000  
  -54.11259999999999   246.87776999999997    147942.0   1.94     0.1                    63.4    1.5    331.3103   -3.6069    0.2      9.3    3036.5    0000000000000100000000  
  -54.066599999999994  243.24406499999998    145304.0   1.93     0.1                    54.5    1.5    329.8276   -2.0738    0.3      8.8    1936.5    0000000000000100000000  
  -54.020799999999994  239.97562499999998    142919.0   1.8      0.035                  46.2    0.6    328.432    -0.7554    0.2      6.1    339.5     0000000000001000000000  
  -53.968799999999995  141.83842499999997    82003.0    0.13     0.1                    110.8   21.0   275.6978   -2.2606    0.0      8.4    463.0     0000000000000100000000  
  -53.96849999999999   175.17704999999998    101541.0   0.1      0.035                  108.1   9.9    292.5506   7.4715     0.1      6.0    144.5     0000000000001000000000  
  -53.96459999999999   346.16488499999997    217902.0   0.01     0.017                  136.0   40.4   331.7662   -56.7718   0.0      5.3    114.8     0000000100001000000000  
  -53.964499999999994  238.86149999999998    ""         2.63     0.1                    49.6    1.1    327.9686   -0.2891    0.2      10.6   1000.0    0000000000000100000000  
  -53.913999999999994  155.91098999999997    299097.0   2.02     0.1                    123.9   1.4    282.1694   2.8909     0.2      9.8    3853.5    0000000000000100000000  
  -53.910999999999994  240.11177999999998    ""         2.49     0.1                    54.7    1.2    328.5644   -0.7245    1.2      9.8    1715.0    0000000000000100000000  
  -53.891299999999994  145.92625499999997    84461.0    0.11     0.05                   6.0     12.8   277.4293   -0.5869    0.0      5.6    84.0      0000000001000000000000  
  -53.887499999999996  154.99250999999998    89723.0    0.46     0.060000000000000005   152.0   3.7    281.6995   2.6202     0.2      9.5    434.0     0000000001000000000000  
  -53.76619999999999   155.53280999999998    90036.0    0.3      0.04000000000000001    161.3   3.8    281.9015   2.8954     0.1      8.5    226.0     0000000001000000000000  
  -53.76349999999999   155.58880499999998    90073.0    0.31     0.05                   165.2   4.6    281.9279   2.9155     0.1      8.2    84.0      0000000001000000000000  
  -53.75379999999999   144.39059999999998    83558.0    0.18     0.09000000000000001    175.6   14.0   276.6563   -1.0802    0.1      9.6    465.0     0000000001000000000000  
  -53.74999999999999   131.55599999999998    ""         0.2      0.1                    124.6   14.0   271.4555   -6.6054    0.8      10.3   2290.9    0000000000000100000000  
  -53.74529999999999   146.02989             84523.0    0.26     0.1                    122.2   10.9   277.3809   -0.4361    0.2      8.0    668.0     0000000000000100000000  
  -53.74049999999999   25.621454999999997    10647.0    0.04     0.035                  20.7    23.6   286.8977   -61.7698   0.0      5.6    1096.5    0000000000001000000000  
  -53.721799999999995  129.59973             73904.0    0.14     0.060000000000000005   58.2    12.1   270.724    -7.5069    0.1      7.7    170.0     0000000001000000000000  
  -53.721399999999996  131.54248499999997    75185.0    0.43     0.08000000000000002    175.7   5.3    271.428    -6.594     0.1      9.8    371.0     0000000001000000000000  
  -53.71589999999999   157.84264499999998    91324.0    0.07     0.035                  87.0    14.0   283.0386   3.6569     0.0      4.9    24.0      0000000000001000000000  
  -53.69639999999999   151.65325499999997    87894.0    0.74     0.05                   154.3   1.9    279.9652   1.6595     0.0      8.1    239.0     0000000001000000000000  
  -53.6829             240.86737499999998    ""         2.61     0.1                    54.5    1.1    329.0507   -0.8461    0.8      10.3   269.0     0000000000000100000000  
  -53.680299999999995  144.46207499999997    83597.0    1.244    0.07                   151.2   1.6    276.639    -0.9972    0.3      9.2    2015.0    0000000000000100100000  
  -53.64719999999999   248.83339499999997    149100.0   1.13     0.1                    41.9    2.5    332.44     -4.1314    0.2      7.2    837.0     0000000000000100000000  
  -53.63499999999999   143.47981499999997    83043.0    1.161    0.127                  161.9   3.1    276.1767   -1.354     0.3      8.4    1663.0    0000000000000100100000  
  -53.625499999999995  334.56325499999997    211415.0   0.0070   0.006000000000000001   169.0   23.2   339.014    -51.387    ""       5.4    13.0      0000000100000000000000  
  -53.61229999999999   267.6183              161783.0   0.91     0.035                  9.9     1.1    338.9403   -13.1959   0.2      5.9    239.9     0000000000001000000000  
  -53.57869999999999   140.022               ""         1.59     0.1                    133.8   1.8    274.658    -2.7352    0.6      10.5   4168.7    0000000000000100000000  
  -53.55369999999999   244.45229999999998    146224.0   1.14     0.1                    43.1    2.5    330.6981   -2.1972    0.2      7.5    677.5     0000000000000100000000  
  -53.544399999999996  131.26351499999998    74999.0    0.3      0.08000000000000002    137.3   7.6    271.1849   -6.615     0.1      9.0    273.0     0000000001000000000000  
  -53.536699999999996  149.00144999999998    298761.0   0.36     0.1                    114.8   7.9    278.6125   0.8405     0.1      9.5    291.0     0000000000000100000000  
  -53.534699999999994  246.95338499999997    ""         3.2      0.1                    57.6    0.9    331.7592   -3.2391    0.5      9.7    1722.0    0000000000000100000000  
  -53.522099999999995  26.525579999999998    10939.0    0.017    0.006000000000000001   153.2   10.0   285.6766   -61.7365   ""       5.1    63.0      0000000100000000000000  
  -53.46629999999999   204.97196999999997    118716.0   0.04     0.035                  66.1    23.6   310.192    8.721      0.0      2.3    144.0     0000000000001000000000  
  -53.46419999999999   246.18905999999996    147421.0   2.49     0.4                    59.0    4.6    331.4932   -2.8635    0.4      8.9    4140.0    0000000000000000100000  
  -53.45969999999999   196.90966499999996    113902.0   0.03     0.035                  106.6   30.3   305.3745   9.3352     0.1      5.7    129.0     0000000000001000000000  
  -53.44219999999999   130.07252999999997    74212.0    0.34     0.060000000000000005   107.2   5.0    270.6685   -7.1145    0.1      8.7    284.0     0000000001000000000000  
  -53.43979999999999   129.84945             74071.0    0.029    0.064                  147.0   47.8   270.5859   -7.2192    0.0      5.5    214.5     0000000000001100000000  
  -53.392799999999994  159.30599999999998    ""         0.84     0.1                    109.0   3.4    283.6292   4.3731     0.2      11.4   3801.9    0000000000000100000000  
  -53.37319999999999   208.42961999999997    120908.0   1.07     0.035                  107.7   0.9    312.247    8.3683     0.2      5.9    180.0     0000000000001000000000  
  -53.36409999999999   150.419685            87152.0    0.44     0.1                    166.3   6.5    279.1776   1.4916     0.1      6.2    415.5     0000000000000100000000  
  -53.354499999999994  241.26299999999998    ""         1.55     0.1                    49.4    1.8    329.4447   -0.7565    0.6      10.4   1318.3    0000000000000100000000  
  -53.334799999999994  95.57849999999999     45057.0    0.28     0.035                  171.1   3.6    261.8484   -25.6653   0.0      7.0    613.0     0000000000001000000000  
  -53.289699999999996  130.33649999999997    74373.0    0.24     0.05                   139.4   5.9    270.642    -6.8968    0.1      10.2   451.0     0000000001000000000000  
  -53.28139999999999   140.90800499999997    299981.0   0.81     0.1                    144.3   3.5    274.8223   -2.1521    0.2      10.3   10287.0   0000000000000100000000  
  -53.27739999999999   158.30145             91557.0    0.22     0.05                   146.5   6.5    283.0504   4.1733     0.1      8.9    326.0     0000000001000000000000  
  -53.240899999999996  153.43847999999997    88877.0    0.44     0.04000000000000001    159.4   2.6    280.5717   2.644      0.0      7.7    220.0     0000000001000000000000  
  -53.239599999999996  246.80635499999997    147880.0   0.89     0.1                    11.8    3.2    331.9115   -2.9715    0.2      8.6    2244.0    0000000000000100000000  
  -53.209799999999994  248.45282999999998    148878.0   2.43     0.1                    40.6    1.2    332.61     -3.6688    0.6      7.7    2510.5    0000000000000100000000  
  -53.209599999999995  237.52963499999996    141168.0   0.06     0.035                  112.9   16.3   327.8344   0.7957     0.0      5.8    109.0     0000000000001000000000  
  -53.200599999999994  238.17599999999996    ""         3.26     0.1                    54.8    0.9    328.141    0.5591     0.8      10.3   1148.2    0000000000000100000000  
  -53.162099999999995  51.64088999999999     ""         0.015    0.07700000000000001    85.3    68.7   265.9775   -51.3429   ""       9.5    42.0      0000000100000000000000  
  -53.160399999999996  254.89603499999996    152980.0   0.05     0.035                  31.2    19.3   335.1466   -6.5873    0.2      4.1    39.8      0000000000001000000000  
  -53.13999999999999   158.17687499999997    91491.0    0.22     0.05                   139.3   6.5    282.9161   4.2538     0.1      7.8    172.0     0000000001000000000000  
  -53.13519999999999   147.22102499999997    298697.0   3.04     0.1                    147.3   0.9    277.5323   0.4872     0.7      10.1   5011.9    0000000000000100000000  
  -53.11399999999999   130.60586999999998    74560.0    0.1      0.1                    177.2   26.6   270.6003   -6.6619    0.0      4.8    215.0     0000000000000100000000  
  -53.10009999999999   130.57923             74535.0    0.03     0.1                    113.7   59.0   270.5794   -6.6662    0.0      5.5    182.5     0000000000000100000000  
  -53.090399999999995  129.68678999999997    73952.0    0.04     0.035                  157.1   23.6   270.2454   -7.0873    0.0      6.5    160.0     0000000000001000000000  
  -53.088499999999996  126.90271499999999    71935.0    0.03     0.035                  25.7    30.3   269.257    -8.4424    0.1      5.1    21.9      0000000000001000000000  
  -53.08619999999999   244.33739999999997    146145.0   0.05     0.035                  104.0   19.3   330.9751   -1.8143    0.1      6.3    52.0      0000000000001000000000  
  -53.07849999999999   131.20460999999997    74955.0    0.06     0.030000000000000002   159.1   14.0   270.7936   -6.356     0.1      7.6    165.0     0000000001000000000000  
  -53.07789999999999   130.76457             74678.0    0.09     0.07                   110.3   21.3   270.6301   -6.5645    0.1      7.7    207.0     0000000001000000000000  
  -53.06249999999999   130.444245            74438.0    0.0      0.04000000000000001    106.2   90.0   270.4997   -6.7077    0.2      7.6    120.0     0000000001000000000000  
  -53.05469999999999   129.99008999999998    74146.0    0.07     0.1                    18.6    35.5   270.3271   -6.9202    0.0      5.2    200.5     0000000000000100000000  
  -53.043899999999994  245.91683999999998    147274.0   1.51     0.1                    35.3    1.9    331.679    -2.4528    0.1      8.3    668.0     0000000000000100000000  
  -53.0365             129.09844499999997    73503.0    0.11     0.05                   127.4   12.8   269.9892   -7.3389    0.0      8.4    246.0     0000000001000000000000  
  -53.03439999999999   245.34817499999997    146919.0   3.36     0.4                    32.0    3.4    331.4445   -2.2036    0.7      8.6    3926.0    0000000000000000100000  
  -52.977799999999995  141.59301             298448.0   2.6      0.1                    136.6   1.1    274.9049   -1.6478    0.6      9.6    2771.0    0000000000000100000000  
  -52.960499999999996  146.65032             84877.0    4.04     0.1                    151.9   0.7    277.1569   0.4022     0.8      9.0    2098.0    0000000000000100000000  
  -52.94389999999999   144.19338             83465.0    0.15     0.060000000000000005   51.6    11.3   276.0281   -0.5555    0.0      6.2    109.0     0000000001000000000000  
  -52.93229999999999   25.397309999999997    10555.0    0.035    0.037000000000000005   7.3     27.9   286.4357   -62.5601   ""       8.4    56.0      0000000100000000000000  
  -52.93149999999999   146.73749999999998    ""         3.02     0.1                    153.5   0.9    277.1785   0.4582     0.8      10.4   2630.3    0000000000000100000000  
  -52.923199999999994  155.31040499999997    89916.0    0.82     0.08000000000000002    134.2   2.8    281.3322   3.532      0.1      9.6    422.0     0000000001000000000000  
  -52.92059999999999   243.86008499999997    145794.0   1.366    0.162                  45.7    3.4    330.8833   -1.4957    0.5      8.7    1596.5    0000000000000100100000  
  -52.887899999999995  292.98160499999994    183379.0   0.37     0.07600000000000001    7.1     5.9    344.8592   -27.2584   0.1      9.2    380.2     0000000000001000000000  
  -52.866299999999995  141.01199999999997    ""         2.95     0.1                    151.3   1.0    274.5759   -1.8122    0.6      9.9    3162.3    0000000000000100000000  
  -52.850199999999994  132.00101999999998    75466.0    0.05     0.035                  139.9   19.3   270.9124   -5.838     0.0      6.3    177.5     0000000000001000000000  
  -52.838699999999996  139.37982             80383.0    1.21     0.1                    154.5   2.4    273.8599   -2.4906    0.3      9.1    2409.5    0000000000000100000000  
  -52.833499999999994  141.06633             ""         3.65     0.1                    143.0   0.8    274.5764   -1.7658    0.7      10.3   3146.0    0000000000000100000000  
  -52.801899999999996  130.202295            74275.0    0.06     0.04000000000000001    25.1    18.4   270.202    -6.6656    0.0      7.3    223.0     0000000001000000000000  
  -52.78329999999999   140.5245              ""         1.796    0.234                  154.6   3.7    274.3078   -1.9601    0.2      10.3   16595.9   0000000000000100100000  
  -52.77419999999999   138.29695499999997    298332.0   1.05     0.1                    170.7   2.7    273.3593   -2.9179    0.4      10.6   3250.0    0000000000000100000000  
  -52.766099999999994  157.37014499999998    91049.0    0.13     0.05                   134.4   10.9   282.3053   4.3255     0.1      8.4    231.0     0000000001000000000000  
  -52.754099999999994  345.22030499999994    217364.0   0.0090   0.006000000000000001   113.6   18.4   334.1111   -57.1581   ""       4.2    32.0      0000000100000000000000  
  -52.74779999999999   140.82389999999998    81370.0    1.708    0.40900000000000003    148.4   6.8    274.4117   -1.8074    0.4      8.7    2198.0    0000000000000100100000  
  -52.747699999999995  200.15771999999998    115823.0   0.02     0.035                  14.5    41.2   307.4086   9.87       0.0      5.5    324.0     0000000000001000000000  
  -52.74589999999999   359.7321749999999     224554.0   0.0070   0.027000000000000003   74.0    62.6   320.2996   -62.5757   ""       5.1    60.0      0000000100000000000000  
  -52.726499999999994  245.54044499999998    147049.0   2.121    0.045000000000000005   43.0    0.6    331.7446   -2.068     0.6      7.7    2772.0    0000000000000100100000  
  -52.709999999999994  158.09371499999997    91449.0    0.11     0.060000000000000005   167.6   15.3   282.6534   4.5987     0.1      8.9    330.0     0000000001000000000000  
  -52.69029999999999   58.641389999999994    24863.0    0.019    0.017                  92.7    24.1   262.7911   -47.6359   0.1      6.5    83.2      0000000000101000000000  
  -52.679399999999994  218.37487499999997    127501.0   0.1      0.035                  10.8    9.9    318.1918   7.1418     0.1      5.9    79.4      0000000000001000000000  
  -52.65149999999999   4.223294999999999     1273.0     0.012    0.013000000000000001   104.4   28.4   314.7855   -63.6744   ""       7.0    16.0      0000000100000000000000  
  -52.643699999999995  153.94435499999997    89175.0    0.37     0.05                   154.4   3.9    280.4874   3.3092     -0.1     7.7    244.0     0000000001000000000000  
  -52.63869999999999   149.29563             86466.0    0.408    0.036000000000000004   163.5   2.5    278.1993   1.6571     0.1      6.1    428.0     0000000000001100000000  
  -52.63089999999999   253.36901999999998    151990.0   2.53     0.1                    54.6    1.1    334.9905   -5.5362    0.4      9.4    5548.5    0000000000000100000000  
  -52.620799999999996  137.61987             79171.0    0.15     0.04000000000000001    178.3   7.6    272.966    -3.1121    0.2      9.3    156.0     0000000001000000000000  
  -52.601699999999994  155.04895499999998    89767.0    1.78     0.1                    121.1   1.6    281.0237   3.7153     0.4      7.2    2925.0    0000000000000100000000  
  -52.590999999999994  248.19899999999996    ""         1.63     0.1                    57.8    1.8    332.9612   -3.1364    0.4      10.7   758.6     0000000000000100000000  
  -52.58599999999999   156.03200999999999    299084.0   1.35     0.1                    129.3   2.1    281.5186   4.0514     0.3      10.5   5826.0    0000000000000100000000  
  -52.57769999999999   137.11442999999997    298298.0   1.373    0.163                  158.4   3.4    272.7257   -3.3084    0.6      9.0    1980.0    0000000000000100100000  
  -52.57489999999999   245.39341499999998    146955.0   1.44     0.1                    53.1    2.0    331.7888   -1.8977    0.4      9.7    1824.5    0000000000000100000000  
  -52.556599999999996  53.9085               22586.0    0.1      0.035                  72.9    9.9    264.1859   -50.3622   0.1      7.2    2189.0    0000000000001000000000  
  -52.5457             221.14799999999997    ""         3.14     0.1                    70.9    0.9    319.7966   6.5812     0.6      10.9   1995.3    0000000000000100000000  
  -52.54299999999999   39.351105             16555.0    0.022    0.006000000000000001   45.3    7.8    272.3085   -57.8213   ""       5.2    56.0      0000000100000000000000  
  -52.53589999999999   249.84824999999998    149729.0   1.24     0.1                    49.3    2.3    333.6769   -3.8419    0.3      9.0    1300.0    0000000000000100000000  
  -52.524499999999996  228.88466999999997    135113.0   2.64     0.1                    63.0    1.1    323.9632   4.3619     0.4      9.0    1073.5    0000000000000100000000  
  -52.50829999999999   138.85049999999998    ""         1.49     0.1                    145.5   1.9    273.3988   -2.4913    0.3      10.3   4365.2    0000000000000100000000  
  -52.48329999999999   140.62499999999997    ""         4.781    0.09400000000000001    147.1   0.6    274.1397   -1.7042    1.3      9.7    2398.8    0000000000000000100001  
  -52.482099999999996  256.56274499999995    154111.0   1.29     0.1                    34.5    2.2    336.3032   -6.9816    0.2      8.3    516.0     0000000000000100000000  
  -52.467499999999994  147.7455              ""         1.73     0.1                    153.1   1.7    277.3547   1.2048     0.4      10.3   1445.4    0000000000000100000000  
  -52.42509999999999   245.58182999999997    147090.0   1.85     0.1                    55.6    1.5    331.976    -1.8731    0.3      9.6    1605.5    0000000000000100000000  
  -52.41899999999999   131.39222999999998    75066.0    0.12     0.08000000000000002    142.7   18.4   270.3421   -5.8598    0.1      9.3    324.0     0000000001000000000000  
  -52.38869999999999   157.20692999999997    90944.0    0.22     0.05                   153.9   6.5    282.0238   4.5965     0.0      8.6    298.0     0000000001000000000000  
  -52.37299999999999   245.19196499999998    146805.0   1.63     0.1                    40.8    1.8    331.8445   -1.6681    0.3      9.5    1832.0    0000000000000100000000  
  -52.37259999999999   234.70627499999998    139129.0   0.05     0.035                  71.8    19.3   326.992    2.5004     0.1      5.4    86.0      0000000000001000000000  
  -52.371599999999994  248.18585999999996    148720.0   2.02     0.1                    42.7    1.4    333.1167   -2.9813    0.4      8.0    2094.0    0000000000000100000000  
  -52.37019999999999   243.91675499999997    145846.0   3.328    0.11300000000000002    54.7    1.0    331.2891   -1.1222    0.7      8.8    942.0     0000000000000100100000  
  -52.358999999999995  324.99889499999995    205877.0   0.08     0.035                  105.4   12.3   344.0983   -46.5309   0.1      6.2    72.4      0000000000001000000000  
  -52.33689999999999   243.67408499999996    145664.0   3.308    0.14400000000000002    53.3    1.2    331.2051   -0.9957    0.5      8.3    1158.5    0000000000000100100001  
  -52.31379999999999   129.81896999999998    74044.0    0.06     0.05                   90.8    22.6   269.6687   -6.5567    0.0      8.5    167.0     0000000001000000000000  
  -52.297799999999995  245.98552499999997    147331.0   1.913    0.198                  50.7    3.0    332.2401   -1.9586    0.6      8.7    3964.5    0000000000000100100000  
  -52.29699999999999   261.99005999999997    157753.0   0.04     0.035                  114.9   23.6   338.3525   -9.6062    0.0      5.8    100.0     0000000000001000000000  
  -52.26649999999999   222.74999999999997    ""         2.98     0.1                    63.4    1.0    320.8044   6.4069     0.5      11.3   1513.6    0000000000000100000000  
  -52.26649999999999   1.4234999999999998    ""         0.105    0.067                  129.5   17.7   318.6782   -63.4407   ""       10.9   48.0      0000000100000000000000  
  -52.21759999999999   251.56918499999998    150839.0   2.58     0.1                    45.2    1.1    334.608    -4.427     0.4      8.8    1106.0    0000000000000100000000  
  -52.20399999999999   153.96174             89174.0    1.46     0.1                    111.7   2.0    280.2495   3.6794     0.4      8.0    1949.0    0000000000000100000000  
  -52.18899999999999   243.44207999999998    145492.0   3.08     0.1                    47.2    0.9    331.204    -0.7907    0.8      9.2    1883.0    0000000000000100000000  
  -52.18789999999999   151.53026999999997    87816.0    0.45     0.04000000000000001    170.6   2.5    279.0183   2.8366     0.0      6.5    116.0     0000000001000000000000  
  -52.1829             200.56787999999997    116084.0   0.99     0.035                  77.2    1.0    307.7284   10.4014    0.3      6.1    1786.0    0000000000001000000000  
  -52.16329999999999   153.09571499999998    88693.0    0.01     0.035                  63.2    60.3   279.7876   3.4129     0.1      6.2    100.0     0000000000001000000000  
  -52.16069999999999   208.80070499999997    121190.0   0.03     0.035                  119.6   30.3   312.7676   9.489      0.0      5.7    128.0     0000000000001000000000  
  -52.15619999999999   244.16726999999997    ""         6.42     0.1                    41.1    0.4    331.5481   -1.0744    1.1      9.8    3050.0    0000000000000100000000  
