# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  39.39229999999999    312.86563499999994    198797.0   0.13     0.032                  101.0   7.0    80.8466    -3.129     0.1      8.0    173.8     0000000000000000000010  
  39.3946              319.35397499999993    202850.0   0.569    0.04900000000000001    15.0    2.5    84.1944    -6.8724    0.2      4.2    1048.0    0000000000000000011000  
  39.4062              304.68818999999996    193427.0   1.52     0.18000000000000002    172.0   3.4    77.0692    1.9351     0.7      9.2    1449.0    0000000000000010000000  
  39.43879999999999    339.36968999999993    214432.0   0.28     0.2                    82.0    19.7   96.5478    -16.4731   0.1      7.6    644.0     0000000000000000010000  
  39.4586              10.279979999999998    3817.0     0.1      0.12000000000000001    98.0    31.0   120.7627   -23.3696   -0.1     5.3    55.0      0000000000000000001000  
  39.458999999999996   305.48373             229108.0   4.29     0.18000000000000002    51.0    1.2    77.4609    1.4586     1.1      9.5    2306.0    0000000000000010000000  
  39.4627              306.2295              ""         4.1      0.18000000000000002    55.0    1.3    77.794     0.9889     1.9      10.6   831.8     0000000000000010000000  
  39.49379999999999    305.703               ""         1.01     0.18000000000000002    115.0   5.1    77.5861    1.3395     1.5      10.6   1148.2    0000000000000010000000  
  39.547               309.55467             196790.0   0.12     0.032                  57.0    7.6    79.3793    -1.03      0.0      8.1    109.6     0000000000000000000010  
  39.5556              78.04842              277707.0   2.49     0.18000000000000002    153.0   2.1    167.3463   0.1399     0.7      10.3   2858.0    0000000000000010000000  
  39.57469999999999    88.165275             39182.0    0.47     0.032                  15.0    1.9    171.5826   6.6897     0.0      6.4    125.9     0000000000000000000100  
  39.59349999999999    304.35488999999995    193182.0   0.65     0.18000000000000002    134.0   7.9    77.08      2.2531     0.0      6.6    1038.0    0000000000000010000000  
  39.61149999999999    47.82250499999999     19656.0    0.11     0.12000000000000001    132.0   28.6   150.2321   -15.7336   0.1      4.6    43.7      0000000000000000001000  
  39.622899999999994   313.91092499999996    199396.0   0.38     0.032                  66.0    2.4    81.5414    -3.6007    0.0      8.5    190.5     0000000000000000000010  
  39.628099999999996   338.9670899999999     214168.0   0.0      0.2                    0.0     90.0   96.3718    -16.1511   0.1      5.8    670.0     0000000000000000010000  
  39.634299999999996   338.96785499999993    214167.0   0.0      0.2                    0.0     90.0   96.3757    -16.1461   0.1      5.7    670.0     0000000000000000010000  
  39.661899999999996   306.02849999999995    ""         2.72     0.18000000000000002    27.0    1.9    77.8677    1.2302     1.5      9.9    1318.3    0000000000000010000000  
  39.6628              44.69020499999999     18411.0    0.05     0.12000000000000001    131.0   50.2   148.0435   -16.9207   0.0      4.7    36.0      0000000000000000001000  
  39.669399999999996   306.58717499999995    ""         2.76     0.18000000000000002    14.0    1.9    78.1222    0.8834     1.4      9.3    585.0     0000000000000010000000  
  39.7508              302.03247             191395.0   0.97     0.2                    10.0    5.9    76.2284    3.8333     0.4      8.4    1634.0    0000000000000000010000  
  39.75789999999999    145.50159             83805.0    0.07     0.12000000000000001    0.0     40.6   182.5354   49.0341    0.0      5.6    120.2     0000000000000000001000  
  39.7677              306.089505            ""         1.98     0.18000000000000002    4.0     2.6    77.9813    1.2527     1.4      10.0   1252.0    0000000000000010000000  
  39.809999999999995   336.86041499999993    212978.0   0.37     0.2                    94.0    15.1   95.0442    -15.139    0.1      6.1    437.0     0000000000000000010000  
  39.82599999999999    82.68778499999999     36041.0    0.06     0.032                  11.0    14.9   169.1546   3.23       0.0      6.4    100.0     0000000000000000000100  
  39.829299999999996   305.38636499999996    193946.0   2.17     0.2                    48.0    2.6    77.7227    1.7311     1.1      9.2    1746.0    0000000000000000010000  
  39.91159999999999    304.90228499999995    228929.0   2.67     0.18000000000000002    51.0    1.9    77.5799    2.0838     1.4      9.6    1612.0    0000000000000010000000  
  39.92999999999999    311.63849999999996    ""         0.08     0.032                  167.0   11.3   80.6681    -2.0568    0.8      9.5    721.0     0000000000000000000010  
  39.9565              301.01476499999995    227452.0   0.21     0.032                  97.0    4.4    75.9845    4.6037     0.2      9.8    2290.9    0000000000000000000010  
  39.96039999999999    75.34661999999999     31913.0    1.74     0.12000000000000001    151.0   2.0    165.7735   -1.2757    0.5      8.0    1513.6    0000000000000000001000  
  39.964999999999996   303.738975            228548.0   1.01     0.2                    94.0    5.7    77.125     2.8531     1.1      10.1   3172.0    0000000000000000010000  
  39.972199999999994   316.06931999999995    ""         1.69     0.032                  79.0    0.5    82.8951    -4.6249    0.5      9.5    1920.0    0000000000000000000010  
  40.008199999999995   302.97653999999994    228256.0   1.34     0.18000000000000002    59.0    3.8    76.8391    3.3646     0.9      9.9    3354.0    0000000000000010000000  
  40.0102              59.46341999999999     24760.0    0.267    0.063                  13.9    6.7    157.3538   -10.0884   0.1      2.9    206.0     0000000000000000011000  
  40.031499999999994   304.4541              228797.0   0.78     0.18000000000000002    156.0   6.6    77.4858    2.4352     1.2      3.4    1690.0    0000000000000010000000  
  40.064899999999994   301.50296999999995    190991.0   1.24     0.18000000000000002    100.0   4.2    76.276     4.3446     0.5      8.2    2242.0    0000000000000010000000  
  40.065999999999995   83.05769999999998     ""         4.42     0.18000000000000002    163.0   1.2    169.1082   3.5987     0.9      9.8    3762.0    0000000000000010000000  
  40.0937              198.82453499999997    ""         0.05     0.020000000000000004   40.0    11.3   103.5714   76.1244    0.0      10.1   298.0     0000000000010000000000  
  40.09819999999999    306.37946999999997    194685.0   0.2      0.032                  167.0   4.6    78.3796    1.2615     0.1      7.8    47.9      0000000000000000000010  
  40.10059999999999    79.78366499999998     34411.0    0.0080   0.011000000000000001   14.0    34.5   167.678    1.5409     0.0      4.8    10.5      0000000000000000001100  
  40.128899999999994   303.24638999999996    228353.0   1.7      0.032                  150.0   0.5    77.0536    3.2581     1.2      10.0   4168.7    0000000000000000000010  
  40.150499999999994   200.07914999999997    116010.0   0.09     0.032                  38.0    10.1   100.0937   75.6706    0.0      5.6    79.4      0000000000000000000100  
  40.15279999999999    198.42908999999997    115004.0   0.061    0.005000000000000001   49.8    2.3    104.8356   76.1826    0.0      4.9    55.0      0000000000000000001100  
  40.1536              306.20331             194558.0   0.1      0.032                  80.0    9.1    78.3471    1.4035     0.1      6.7    131.8     0000000000000000000010  
  40.1562              305.84518499999996    229202.0   0.51     0.18000000000000002    109.0   10.0   78.192     1.6291     1.2      9.5    1196.0    0000000000000010000000  
  40.1823              84.218415             36891.0    0.8      0.032                  11.0    1.1    169.4894   4.409      0.1      6.0    1096.5    0000000000000000000100  
  40.19349999999999    78.30555              33604.0    1.29     0.2                    168.0   4.4    166.9465   0.6747     0.3      7.3    653.0     0000000000000000010000  
  40.216899999999995   306.34219499999995    194649.0   0.65     0.18000000000000002    22.0    7.9    78.4601    1.3534     1.3      9.0    1017.0    0000000000000010000000  
  40.22539999999999    340.36938             214993.0   0.0      0.2                    0.0     90.0   97.6521    -16.1819   0.0      5.2    549.5     0000000000000000010000  
  40.22689999999999    304.66562999999996    193426.0   2.01     0.032                  138.0   0.5    77.7386    2.4111     1.3      7.7    1198.0    0000000000000000000010  
  40.25659999999999    305.55708             194093.0   0.127    0.011000000000000001   78.3    2.5    78.1486    1.867      0.1      2.3    183.0     0000000000000000011010  
  40.25829999999999    314.979585            200077.0   0.02     0.032                  51.0    38.7   82.559     -3.81      0.0      6.6    27.5      0000000000000000000010  
  40.2681              303.13802999999996    192281.0   0.74     0.2                    2.0     7.7    77.1247    3.4037     0.7      7.5    1473.0    0000000000000000010000  
  40.2799              300.85216499999996    190446.0   0.31     0.032                  107.0   3.0    76.1941    4.8802     0.1      8.2    3020.0    0000000000000000000010  
  40.3                 313.84628999999995    199356.0   2.17     0.2                    151.0   2.6    82.0276    -3.126     0.4      7.0    626.0     0000000000000000010000  
  40.3291              303.608685            192660.0   1.01     0.18000000000000002    140.0   5.1    77.3736    3.1376     0.9      7.5    1447.0    0000000000000010000000  
  40.343799999999995   179.31127499999997    103799.0   0.04     0.032                  24.0    21.8   159.7759   72.677     0.0      6.5    34.7      0000000000000000000100  
  40.353199999999994   234.45646499999998    139641.0   0.03     0.12000000000000001    143.0   63.4   64.9534    53.3648    0.0      5.3    36.3      0000000000000000001000  
  40.364999999999995   304.23034499999994    193092.0   0.04     0.032                  19.0    21.8   77.667     2.7635     0.1      5.3    239.9     0000000000000000000010  
  40.367799999999995   299.30776499999996    189178.0   0.0      0.2                    0.0     90.0   75.6539    5.9313     0.1      5.4    171.0     0000000000000000010000  
  40.39059999999999    225.48664499999998    133208.0   0.02     0.12000000000000001    118.0   71.6   67.619     60.0385    0.0      3.5    22.9      0000000000000000001000  
  40.39169999999999    298.936515            188891.0   0.65     0.2                    34.0    8.7    75.5291    6.1865     0.3      7.2    1002.0    0000000000000000010000  
  40.413399999999996   324.23740499999997    205835.0   0.03     0.020000000000000004   73.2    18.4   87.6176    -8.761     0.0      5.0    37.0      0000000001000000000000  
  40.4616              304.86628499999995    228919.0   0.78     0.18000000000000002    89.0    6.6    78.0189    2.4168     0.9      9.7    1532.0    0000000000000010000000  
  40.5725              199.38598499999998    115604.0   0.013    0.012000000000000002   34.1    24.8   102.7386   75.5155    0.0      4.7    96.0      0000000000000000001100  
  40.577099999999994   25.145009999999996    10205.0    0.34     0.12000000000000001    98.0    10.0   132.9241   -21.3392   0.0      4.9    154.0     0000000000000000001000  
  40.5954              306.93173999999993    ""         0.92     0.18000000000000002    20.0    5.6    79.0289    1.2071     0.9      9.6    2235.0    0000000000000010000000  
  40.59969999999999    297.65554499999996    187879.0   0.37     0.2                    130.0   15.1   75.2157    7.1327     0.2      5.6    893.5     0000000000000000010000  
  40.626799999999996   294.781485            185780.0   0.65     0.2                    99.0    8.7    74.1712    9.0539     0.3      7.5    2000.0    0000000000000000010000  
  40.6371              324.85400999999996    206197.0   0.42     0.05                   36.4    3.4    88.1208    -8.9107    0.2      8.1    749.0     0000000001000000000000  
  40.638799999999996   307.06445999999994    ""         0.69     0.18000000000000002    158.0   7.4    79.123     1.1506     1.2      9.8    1158.0    0000000000000010000000  
  40.6538              304.88631             228928.0   0.0      0.18000000000000002    0.0     90.0   78.1864    2.5126     1.1      9.7    2893.0    0000000000000010000000  
  40.6598              77.57368499999998     277680.0   1.98     0.18000000000000002    160.0   2.6    166.2412   0.5003     0.3      8.9    2026.0    0000000000000010000000  
  40.660199999999996   184.03139999999996    106690.0   0.01     0.032                  57.0    58.0   148.9894   74.6316    0.0      5.6    151.4     0000000000000000000100  
  40.672399999999996   111.03529499999999    57669.0    0.36     0.12000000000000001    12.0    9.5    177.6676   23.1522    0.2      5.2    47.9      0000000000000000001000  
  40.6791              284.694105            176502.0   0.37     0.2                    19.0    15.1   70.8843    15.9984    0.0      6.1    479.0     0000000000000000010000  
  40.697199999999995   320.71312499999993    203731.0   0.74     0.2                    167.0   7.7    85.8646    -6.7037    0.4      7.4    907.0     0000000000000000010000  
  40.70289999999999    313.5927              199218.0   0.37     0.2                    60.0    15.1   82.2119    -2.719     0.1      6.5    204.0     0000000000000000010000  
  40.705099999999995   304.74078             228882.0   1.8      0.18000000000000002    136.0   2.9    78.1666    2.6327     1.4      9.2    1549.0    0000000000000010000000  
  40.729699999999994   202.10929499999997    117261.0   0.08     0.032                  64.0    11.3   95.9897    74.4047    0.0      6.4    87.1      0000000000000000000100  
  40.73199999999999    304.52912999999995    193322.0   1.24     0.2                    64.0    4.6    78.0987    2.7806     0.4      5.8    720.0     0000000000000000010000  
  40.75899999999999    305.8257              194279.0   2.9      0.2                    178.0   2.0    78.6779    1.9864     1.2      7.0    970.0     0000000000000000010000  
  40.774899999999995   338.62577999999996    213976.0   0.0      0.2                    0.0     90.0   96.7564    -15.035    0.2      7.0    834.0     0000000000000000010000  
  40.7865              71.05421999999999     29866.0    1.98     0.2                    6.0     2.9    163.0614   -3.2834    0.2      6.1    207.0     0000000000000000010000  
  40.805299999999995   325.39277999999996    206538.0   0.3      0.020000000000000004   79.8    1.9    88.5425    -9.0577    0.1      6.1    86.0      0000000001000000000000  
  40.81739999999999    307.13345999999996    195213.0   0.88     0.18000000000000002    68.0    5.8    79.2986    1.2125     1.2      8.7    1201.0    0000000000000010000000  
  40.84369999999999    304.24954499999996    193117.0   1.52     0.18000000000000002    10.0    3.4    78.0728    3.0185     0.9      8.7    2190.0    0000000000000010000000  
  40.85509999999999    198.88351499999996    115271.0   0.01     0.032                  98.0    58.0   104.5733   75.4025    0.0      5.6    48.0      0000000000000000000100  
  40.874599999999994   189.69289499999996    109980.0   0.03     0.032                  8.0     28.1   132.8792   76.008     0.0      6.4    75.0      0000000000000000000100  
  40.8749              305.79495             229196.0   1.98     0.18000000000000002    156.0   2.6    78.7597    2.0718     1.3      8.5    1065.0    0000000000000010000000  
  40.8856              304.14818999999994    228712.0   1.57     0.18000000000000002    7.0     3.3    78.0648    3.1055     1.4      8.6    1357.0    0000000000000010000000  
  40.9556              47.042204999999996    19356.0    0.03     0.0                    165.0   0.0    148.9766   -14.9002   0.1      2.2    28.5      0000000000000000011000  
  40.9633              304.05758999999995    192968.0   0.97     0.2                    48.0    5.9    78.0914    3.2056     0.3      7.9    1332.0    0000000000000000010000  
  40.9856              305.52268499999997    194092.0   0.65     0.18000000000000002    77.0    7.9    78.7331    2.3039     0.4      8.3    2194.0    0000000000000010000000  
  41.0029              77.70083999999999     33232.0    1.15     0.2                    140.0   5.0    166.022    0.7812     0.3      8.2    871.0     0000000000000000010000  
  41.028299999999994   303.254895            228365.0   0.23     0.18000000000000002    147.0   21.4   77.8103    3.7465     0.5      10.0   2557.0    0000000000000010000000  
  41.05409999999999    286.82991             178591.0   0.0      0.2                    0.0     90.0   71.8926    14.6554    0.1      6.9    316.2     0000000000000000010000  
  41.077               325.59558             206644.0   0.19     0.020000000000000004   88.0    3.0    88.841     -8.9558    0.1      5.7    87.0      0000000001000000000000  
  41.0789              12.453449999999998    4727.0     0.12     0.0                    84.0    0.0    122.6024   -21.7918   0.0      4.4    126.0     0000000000000000011000  
  41.08879999999999    206.55680999999998    120047.0   0.02     0.032                  160.0   38.7   87.5207    72.0609    0.1      5.9    57.0      0000000000000000000100  
  41.132099999999994   305.51272499999993    194069.0   0.23     0.032                  8.0     4.0    78.8494    2.3935     0.3      6.4    316.2     0000000000000000000010  
  41.148799999999994   327.41707499999995    207673.0   0.329    0.022000000000000002   140.4   1.9    89.9422    -9.7971    0.4      6.5    1060.0    0000000001000000010000  
  41.1671              314.29337999999996    199629.0   0.22     0.12000000000000001    78.0    15.3   82.9091    -2.8229    0.0      4.0    37.0      0000000000000000001000  
  41.18509999999999    317.84138999999993    201910.0   0.55     0.0                    69.0    0.0    84.7041    -4.8037    0.1      7.3    650.5     0000000000000000010010  
  41.215199999999996   78.06040499999999     33461.0    1.84     0.2                    165.0   3.1    166.0108   1.1252     0.5      7.8    628.0     0000000000000000010000  
  41.2225              307.90627499999994    ""         6.0      0.18000000000000002    106.0   0.9    79.9691    0.9789     2.0      10.3   512.0     0000000000000010000000  
  41.23459999999999    76.62862499999999     32630.0    0.013    0.060000000000000005   125.6   66.6   165.3537   0.2718     0.0      3.2    83.0      0000000000000000011100  
  41.251               302.1006              227900.0   1.15     0.18000000000000002    79.0    4.5    77.5242    4.5973     0.5      10.4   3301.0    0000000000000010000000  
  41.25359999999999    308.17199999999997    ""         10.05    0.18000000000000002    119.0   0.5    80.1126    0.8364     0.0      11.5   125.9     0000000000000010000000  
  41.254099999999994   308.29799999999994    ""         2.58     0.18000000000000002    51.0    2.0    80.1693    0.7605     2.3      10.8   831.8     0000000000000010000000  
  41.261599999999994   75.29602499999999     277249.0   1.15     0.2                    150.0   5.0    164.7228   -0.507     0.0      0.0    10.0      0000000000000000010000  
  41.279799999999994   301.41083999999995    190916.0   0.6      0.032                  101.0   1.5    77.2704    5.0508     0.4      7.7    3292.0    0000000000000000000010  
  41.279999999999994   325.30000499999994    206461.0   0.32     0.05                   66.3    4.5    88.8086    -8.6563    0.1      8.4    425.0     0000000001000000000000  
  41.30519999999999    308.093445            ""         3.82     0.18000000000000002    80.0    1.3    80.1191    0.9146     2.1      9.1    359.0     0000000000000010000000  
  41.31399999999999    308.31283499999995    ""         1.06     0.18000000000000002    86.0    4.9    80.2241    0.7872     1.7      9.0    730.0     0000000000000010000000  
  41.3366              306.47948999999994    194779.0   0.51     0.2                    45.0    11.1   79.4344    1.9154     0.4      7.8    1608.0    0000000000000000010000  
  41.33749999999999    308.32199999999995    ""         3.64     0.18000000000000002    94.0    1.4    80.247     0.7956     1.8      10.5   1318.3    0000000000000010000000  
  41.35269999999999    302.74285499999996    191978.0   0.25     0.0                    157.0   0.0    77.8717    4.2465     0.5      8.0    2000.0    0000000000000000010010  
  41.355799999999995   298.410375            188461.0   0.0      0.2                    0.0     90.0   76.1627    7.0181     0.1      6.8    792.0     0000000000000000010000  
  41.3567              188.43788999999998    109358.0   0.0      0.12000000000000001    92.0    90.0   136.127    75.3152    0.0      4.3    9.1       0000000000000000001000  
  41.357699999999994   314.61358499999994    199871.0   0.56     0.032                  79.0    1.6    83.2108    -2.8815    0.0      7.1    275.4     0000000000000000000010  
  41.37929999999999    306.58978499999995    194839.0   1.24     0.2                    170.0   4.6    79.5173    1.8726     1.2      7.4    1000.0    0000000000000000010000  
  41.38699999999999    308.19599999999997    ""         1.8      0.18000000000000002    56.0    2.9    80.2306    0.9011     1.5      10.7   1659.6    0000000000000010000000  
  41.396499999999996   35.70983999999999     14622.0    0.0      0.2                    0.0     90.0   140.7979   -18.2826   0.0      5.9    36.3      0000000000000000010000  
  41.406299999999995   24.199904999999998    9826.0     0.02     0.12000000000000001    26.0    71.6   132.0013   -20.6651   0.0      4.1    9.0       0000000000000000001000  
  41.41369999999999    286.57097999999996    178329.0   0.0      0.2                    0.0     90.0   72.1547    14.9765    0.1      6.2    367.0     0000000000000000010000  
  41.45329999999999    308.05759499999994    ""         2.35     0.18000000000000002    78.0    2.2    80.2224    1.024      1.6      10.2   1174.0    0000000000000010000000  
  41.461999999999996   82.70271              36040.0    0.08     0.032                  115.0   11.3   167.7883   4.1343     0.0      6.0    100.0     0000000000000000000100  
  41.479899999999994   35.72622              14633.0    0.51     0.2                    112.0   11.1   140.778    -18.2005   0.1      7.5    2824.0    0000000000000000010000  
  41.50229999999999    307.81949999999995    ""         1.84     0.18000000000000002    72.0    2.8    80.1564    1.1968     1.6      10.8   2290.9    0000000000000010000000  
  41.55029999999999    308.44216499999993    ""         0.37     0.18000000000000002    51.0    13.7   80.4716    0.8501     1.9      9.9    1122.0    0000000000000010000000  
  41.60379999999999    344.09845499999994    216916.0   0.0      0.2                    0.0     90.0   100.917    -16.2978   0.1      5.5    495.0     0000000000000000010000  
  41.616499999999995   308.53549499999997    ""         3.46     0.18000000000000002    159.0   1.5    80.5664    0.8335     1.8      10.0   971.0     0000000000000010000000  
  41.67419999999999    205.6203              119445.0   0.13     0.032                  71.0    7.0    90.4912    72.0874    0.0      6.1    91.2      0000000000000000000100  
  41.67719999999999    72.54683999999999     276886.0   1.24     0.2                    155.0   4.6    163.1071   -1.8512    0.4      9.3    1342.0    0000000000000000010000  
  41.72639999999999    52.81529999999999     21650.0    0.65     0.2                    151.0   8.7    152.2569   -11.8683   0.2      7.2    346.7     0000000000000000010000  
  41.78339999999999    135.161475            76943.0    0.06     0.12000000000000001    45.0    45.0   179.8033   41.183     0.0      4.0    10.0      0000000000000000001000  
  41.80459999999999    80.45168999999999     34759.0    0.099    0.043000000000000003   171.8   12.3   166.5651   2.9271     0.0      5.1    178.0     0000000000000000011100  
  41.840799999999994   303.66676499999994    228530.0   1.75     0.18000000000000002    33.0    2.9    78.6605    3.9358     1.1      10.2   2691.0    0000000000000010000000  
  41.8901              308.82508499999994    196360.0   0.3      0.032                  80.0    3.1    80.915     0.8242     -0.1     6.7    114.8     0000000000000000000010  
  41.897299999999994   308.21567999999996    195987.0   0.11     0.032                  36.0    8.3    80.65      1.1925     0.0      7.1    20.0      0000000000000000000010  
  41.953399999999995   342.59069999999997    216200.0   0.89     0.2                    145.0   6.4    100.0421   -15.4742   0.3      5.8    307.0     0000000000000000010000  
  42.008599999999994   310.44691499999993    197376.0   0.41     0.032                  91.0    2.2    81.7416    -0.0622    0.1      8.0    75.9      0000000000000000000010  
  42.00979999999999    307.125975            195229.0   1.47     0.18000000000000002    52.0    3.5    80.2634    1.9136     0.5      7.7    1605.0    0000000000000010000000  
  42.035399999999996   306.90322499999996    195089.0   1.34     0.2                    102.0   4.3    80.1877    2.063      0.2      7.2    705.5     0000000000000000010000  
  42.07359999999999    309.57154499999996    196819.0   0.83     0.032                  165.0   1.1    81.3961    0.4923     0.4      7.5    436.5     0000000000000000000010  
  42.07809999999999    335.46191999999996    212222.0   0.0      0.2                    0.0     90.0   95.4141    -12.6629   0.1      6.3    269.0     0000000000000000010000  
  42.105999999999995   202.81600499999996    117710.0   0.04     0.032                  85.0    21.8   96.9775    72.9562    0.0      5.9    104.7     0000000000000000000100  
  42.118399999999994   63.151934999999995    26420.0    0.78     0.2                    137.0   7.3    157.9982   -6.6579    0.6      7.6    574.0     0000000000000000010000  
  42.12669999999999    302.75712             192001.0   1.35     0.032                  163.0   0.7    78.5292    4.6582     0.6      8.3    1686.0    0000000000000000000010  
  42.165299999999995   77.92886999999999     33357.0    2.17     0.18000000000000002    154.0   2.4    165.1852   1.6061     0.3      8.4    1733.0    0000000000000010000000  
  42.29639999999999    81.81732              278199.0   4.15     0.18000000000000002    162.0   1.2    166.7263   4.0426     0.5      9.5    5492.0    0000000000000010000000  
  42.31679999999999    307.36826999999994    195405.0   0.26     0.032                  81.0    3.5    80.6176    1.9475     0.0      8.0    100.0     0000000000000000000010  
  42.3259              345.480195            217675.0   0.65     0.2                    102.0   8.7    102.2077   -16.0961   0.1      3.6    66.1      0000000000000000010000  
  42.32979999999999    30.974669999999996    12533.0    0.06     0.12000000000000001    134.0   45.0   136.9645   -18.5589   0.2      2.1    50.1      0000000000000000001000  
  42.361999999999995   303.90142499999996    192869.0   0.17     0.032                  76.0    5.4    79.1924    4.0788     0.1      7.9    104.0     0000000000000000000010  
  42.400999999999996   303.84799499999997    192832.0   1.15     0.18000000000000002    63.0    4.5    79.203     4.1333     1.0      8.6    3224.0    0000000000000010000000  
  42.43679999999999    248.52578999999997    149630.0   0.08     0.12000000000000001    75.0    36.9   66.9107    42.6989    0.1      4.3    43.0      0000000000000000001000  
  42.44989999999999    238.16747999999995    142373.0   0.09     0.12000000000000001    24.0    33.7   67.6948    50.3191    0.0      4.6    13.0      0000000000000000001000  
  42.489               99.83261999999999     47174.0    0.1      0.12000000000000001    148.0   31.0   172.8862   15.8632    0.0      4.8    125.9     0000000000000000001000  
  42.54089999999999    319.04002499999996    ""         2.3      0.18000000000000002    51.0    2.2    86.3076    -4.5199    0.5      9.0    506.0     0000000000000010000000  
  42.542699999999996   185.94615             107904.0   0.01     0.032                  9.0     58.0   141.226    73.5893    0.0      5.9    75.9      0000000000000000000100  
  42.57849999999999    56.29850999999999     23230.0    0.18     0.12000000000000001    160.0   18.4   153.8321   -9.6326    0.1      3.8    152.0     0000000000000000001000  
  42.5866              73.19902499999999     30823.0    0.82     0.032                  12.0    1.1    162.7137   -0.8992    0.1      5.7    90.0      0000000000000000000100  
  42.604899999999994   306.35702999999995    194708.0   0.24     0.032                  82.0    3.8    80.4183    2.7221     0.0      6.9    110.0     0000000000000000000010  
  42.6061              302.02966499999997    191423.0   0.83     0.18000000000000002    106.0   6.2    78.6433    5.3693     0.5      8.0    1775.0    0000000000000010000000  
  42.6138              25.443809999999996    10307.0    0.04     0.12000000000000001    37.0    56.3   132.7135   -19.2998   0.0      5.0    11.0      0000000000000000001000  
  42.665699999999994   91.96082999999999     41541.0    0.88     0.2                    12.0    6.5    170.2207   10.6784    0.2      6.9    288.4     0000000000000000010000  
  42.7007              322.90378499999997    205060.0   0.97     0.2                    32.0    5.9    88.4505    -6.4061    0.2      7.1    312.0     0000000000000000010000  
  42.721999999999994   304.37105999999994    193217.0   0.35     0.032                  112.0   2.6    79.6852    3.9912     0.2      6.3    363.1     0000000000000000000010  
  42.757799999999996   345.65140499999995    217782.0   0.125    0.009000000000000001   97.0    2.1    102.517    -15.7586   0.1      ""     57.0      0000100000000000000000  
  42.7848              291.36665999999997    182989.0   0.31     0.12000000000000001    41.0    11.0   74.953     12.304     0.1      7.4    275.4     0000000000000000001000  
  42.89509999999999    314.19935999999996    199580.0   0.24     0.032                  109.0   3.8    84.1785    -1.6475    0.0      7.2    95.5      0000000000000000000010  
  42.91439999999999    154.27469999999997    89021.0    0.01     0.12000000000000001    120.0   80.5   175.871    55.0835    0.0      3.5    30.0      0000000000000000001000  
  42.983399999999996   305.73119999999994    194220.0   0.09     0.032                  92.0    10.1   80.4651    3.3153     0.0      6.2    95.5      0000000000000000000010  
  43.01969999999999    81.656325             278115.0   3.64     0.18000000000000002    143.0   1.4    166.0568   4.3448     0.6      10.1   3024.0    0000000000000010000000  
  43.043699999999994   300.304965            190025.0   0.0      0.2                    0.0     90.0   78.3464    6.6749     0.1      7.3    575.4     0000000000000000010000  
  43.05649999999999    306.89543999999995    195100.0   0.19     0.032                  96.0    4.8    81.0157    2.6615     0.0      7.6    199.5     0000000000000000000010  
  43.059599999999996   85.58278499999999     37657.0    1.66     0.2                    174.0   3.4    167.5683   6.7887     0.3      7.1    354.0     0000000000000000010000  
  43.12329999999999    337.62191999999993    213420.0   0.37     0.2                    92.0    15.1   97.364     -12.6424   0.2      4.5    240.0     0000000000000000010000  
  43.12949999999999    314.100375            ""         4.61     0.18000000000000002    150.0   1.1    84.31      -1.4402    1.4      8.4    716.0     0000000000000010000000  
  43.174699999999994   76.70648999999999     32655.0    1.39     0.032                  167.0   0.7    163.8386   1.4852     0.1      6.2    455.0     0000000000000000000100  
  43.18429999999999    310.52860499999997    ""         1.34     0.18000000000000002    16.0    3.8    82.7056    0.6134     1.3      9.2    1112.0    0000000000000010000000  
  43.18829999999999    125.70887999999998    70272.0    0.07     0.12000000000000001    119.0   40.6   177.3895   34.3363    0.0      4.2    69.2      0000000000000000001000  
  43.19                163.49461499999998    94334.0    0.02     0.12000000000000001    132.0   71.6   171.1562   61.3534    -0.1     4.8    61.0      0000000000000000001000  
  43.1915              308.21801999999997    195986.0   0.0      0.2                    0.0     90.0   81.6927    1.9597     0.1      6.4    595.0     0000000000000000010000  
  43.267999999999994   354.534075            222173.0   0.06     0.12000000000000001    98.0    45.0   109.0333   -17.6167   0.0      4.3    69.0      0000000000000000001000  
  43.275499999999994   72.22228499999999     30353.0    2.26     0.2                    149.0   2.5    161.7268   -1.0098    0.4      7.7    6883.0    0000000000000000010000  
  43.29769999999999    25.164839999999998    10204.0    0.04     0.12000000000000001    121.0   56.3   132.3553   -18.6715   0.1      5.6    1096.5    0000000000000000001000  
  43.323299999999996   74.83854              31617.0    1.89     0.2                    164.0   3.0    162.8908   0.4977     0.3      7.4    1009.0    0000000000000000010000  
  43.32959999999999    50.360865             20677.0    0.07     0.12000000000000001    66.0    40.6   149.8064   -11.5783   0.0      5.0    44.0      0000000000000000001000  
  43.3672              313.86040499999996    199395.0   0.29     0.032                  83.0    3.2    84.3779    -1.1531    0.1      6.7    182.0     0000000000000000000010  
  43.379               303.42839999999995    192535.0   0.26     0.032                  91.0    3.5    79.8521    4.9284     0.1      6.2    138.0     0000000000000000000010  
  43.401399999999995   1.4039699999999997    73.0       0.65     0.2                    72.0    8.7    114.1699   -18.6894   0.1      8.6    2061.0    0000000000000000010000  
  43.482699999999994   170.70672             98839.0    0.02     0.12000000000000001    165.0   71.6   164.7321   65.765     0.0      5.0    251.2     0000000000000000001000  
